## 1 - Complete phage contigs - category 1 (sure)
## Contig_id,Nb genes contigs,Fragment,Nb genes,Category,Nb phage hallmark genes,Phage gene enrichment sig,Non-Caudovirales phage gene enrichment sig,Pfam depletion sig,Uncharacterized enrichment sig,Strand switch depletion sig,Short genes enrichment sig
VIRSorter_NODE_3311_length_9099_cov_2_83359_ID_6621,12,VIRSorter_NODE_3311_length_9099_cov_2_83359_ID_6621,12,2,,gene_3-gene_12:2.94222084549864,,gene_2-gene_12:4.21514632951872,,,
VIRSorter_NODE_3312_length_9098_cov_2_87292_ID_6623,7,VIRSorter_NODE_3312_length_9098_cov_2_87292_ID_6623,7,2,,2.48930326819235,,2.81425248153116,,,
VIRSorter_NODE_3316_length_9092_cov_14_4234_ID_6631,11,VIRSorter_NODE_3316_length_9092_cov_14_4234_ID_6631,11,2,,gene_2-gene_11:3.24325084116262,,4.51617632518270,,,
VIRSorter_NODE_33180_length_1817_cov_2_2645_ID_66359,4,VIRSorter_NODE_33180_length_1817_cov_2_2645_ID_66359,4,2,,2.37333664615169,,2.36788152322481,,,
VIRSorter_NODE_33233_length_1815_cov_1_74585_ID_66465,4,VIRSorter_NODE_33233_length_1815_cov_1_74585_ID_66465,4,2,,2.37333664615169,,2.36788152322481,,,
VIRSorter_NODE_3325_length_9068_cov_2_37692_ID_6649,15,VIRSorter_NODE_3325_length_9068_cov_2_37692_ID_6649,15,2,,gene_1-gene_14:3.29361469931792,,7.55733641735912,,,
VIRSorter_NODE_33266_length_1814_cov_1_73622_ID_66531,4,VIRSorter_NODE_33266_length_1814_cov_1_73622_ID_66531,4,2,,3.91982935269112,,2.36788152322481,,,
VIRSorter_NODE_33293_length_1813_cov_1_34282_ID_66585,3,VIRSorter_NODE_33293_length_1813_cov_1_34282_ID_66585,3,2,,2.93987201451834,,,,,
VIRSorter_NODE_332_length_35036_cov_25_2525_ID_663,57,VIRSorter_NODE_332_length_35036_cov_25_2525_ID_663,57,2,2,gene_26-gene_57:5.51292720657520,,21.71769330112306,gene_4-gene_40:4.73656093903921,2.33078419071668,
VIRSorter_NODE_3330_length_9063_cov_18_4315_ID_6659,9,VIRSorter_NODE_3330_length_9063_cov_18_4315_ID_6659,9,2,,2.95735660761269,,3.89359133625594,,,
VIRSorter_NODE_3333_length_9061_cov_3_47067_ID_6665,15,VIRSorter_NODE_3333_length_9061_cov_3_47067_ID_6665,15,2,1,,,7.55733641735912,4.58762339188377,,
VIRSorter_NODE_33359_length_1811_cov_1_35629_ID_66717,5,VIRSorter_NODE_33359_length_1811_cov_1_35629_ID_66717,5,2,,3.25885887592900,,2.95985190403101,,,
VIRSorter_NODE_3335_length_9054_cov_4_36518_ID_6669,13,VIRSorter_NODE_3335_length_9054_cov_4_36518_ID_6669,13,2,2,gene_2-gene_13:10.75948805807337,,6.69561495048063,,,
VIRSorter_NODE_33370_length_1811_cov_1_94715_ID_66739,5,VIRSorter_NODE_33370_length_1811_cov_1_94715_ID_66739,5,2,1,,,2.95985190403101,,,
VIRSorter_NODE_33381_length_1810_cov_3_13547_ID_66761,5,VIRSorter_NODE_33381_length_1810_cov_3_13547_ID_66761,5,2,,2.01071095767098,,2.95985190403101,,,
VIRSorter_NODE_333_length_35018_cov_11_8983_ID_665,54,VIRSorter_NODE_333_length_35018_cov_11_8983_ID_665,54,2,2,gene_1-gene_47:7.41619845032267,,13.90217224616028,,2.02175947899814,
VIRSorter_NODE_33408_length_1810_cov_17_713_ID_66815,4,VIRSorter_NODE_33408_length_1810_cov_17_713_ID_66815,4,2,1,,,2.36788152322481,,,
VIRSorter_NODE_33409_length_1810_cov_21_6263_ID_66817,5,VIRSorter_NODE_33409_length_1810_cov_21_6263_ID_66817,5,2,,2.01071095767098,,2.95985190403101,,,
VIRSorter_NODE_33419_length_1809_cov_1_42033_ID_66837,4,VIRSorter_NODE_33419_length_1809_cov_1_42033_ID_66837,4,2,,2.37333664615169,,2.36788152322481,,,
VIRSorter_NODE_3346_length_9038_cov_2_24554_ID_6691,12,VIRSorter_NODE_3346_length_9038_cov_2_24554_ID_6691,12,2,,gene_2-gene_11:2.94222084549864,,3.55164911882570,,,
VIRSorter_NODE_33481_length_1807_cov_1_76786_ID_66961,3,VIRSorter_NODE_33481_length_1807_cov_1_76786_ID_66961,3,2,,2.93987201451834,,,,,
VIRSorter_NODE_334_length_34976_cov_6_7507_ID_667,65,VIRSorter_NODE_334_length_34976_cov_6_7507_ID_667,65,2,3,gene_4-gene_61:22.18404509899216,,32.99622139578219,,5.66998689803530,
VIRSorter_NODE_33519_length_1806_cov_34_1269_ID_67037,5,VIRSorter_NODE_33519_length_1806_cov_34_1269_ID_67037,5,2,,3.25885887592900,,2.95985190403101,,,
VIRSorter_NODE_33536_length_1805_cov_1_65793_ID_67071,4,VIRSorter_NODE_33536_length_1805_cov_1_65793_ID_67071,4,2,,3.91982935269112,,2.36788152322481,,,
VIRSorter_NODE_33582_length_1804_cov_456_342_ID_67163,5,VIRSorter_NODE_33582_length_1804_cov_456_342_ID_67163,5,2,,3.25885887592900,,2.95985190403101,,,
VIRSorter_NODE_3359_length_9014_cov_14_0906_ID_6717,10,VIRSorter_NODE_3359_length_9014_cov_14_0906_ID_6717,10,2,,7.86260809755767,,5.91970380806202,,,
VIRSorter_NODE_335_length_34960_cov_14_1073_ID_669-circular,50,VIRSorter_NODE_335_length_34960_cov_14_1073_ID_669-circular,50,2,2,gene_3-gene_51:11.88292793360734,,20.97104899523706,,gene_9-gene_51:2.93484070634866,
VIRSorter_NODE_33605_length_1803_cov_3_65394_ID_67209,4,VIRSorter_NODE_33605_length_1803_cov_3_65394_ID_67209,4,2,1,,,2.36788152322481,,,
VIRSorter_NODE_3360_length_9010_cov_13_9209_ID_6719,12,VIRSorter_NODE_3360_length_9010_cov_13_9209_ID_6719,12,2,1,gene_1-gene_10:2.94222084549864,,4.77042658746288,,,
VIRSorter_NODE_3362_length_9006_cov_36_912_ID_6723,17,VIRSorter_NODE_3362_length_9006_cov_36_912_ID_6723,17,2,,6.63209724701926,,8.50719397293815,,,
VIRSorter_NODE_33639_length_1802_cov_1_34746_ID_67277,5,VIRSorter_NODE_33639_length_1802_cov_1_34746_ID_67277,5,2,,3.25885887592900,,2.95985190403101,,,
VIRSorter_NODE_3364_length_9006_cov_17_2815_ID_6727,12,VIRSorter_NODE_3364_length_9006_cov_17_2815_ID_6727,12,2,3,gene_1-gene_11:10.00137946951694,,6.32549331929078,,,
VIRSorter_NODE_3366_length_9002_cov_6_02828_ID_6731,12,VIRSorter_NODE_3366_length_9002_cov_6_02828_ID_6731,12,2,1,gene_2-gene_12:3.72956470813182,,4.77042658746288,,,
VIRSorter_NODE_3367_length_9001_cov_40_325_ID_6733,11,VIRSorter_NODE_3367_length_9001_cov_40_325_ID_6733,11,2,,gene_1-gene_10:5.79413671991745,,6.03455293414856,,,
VIRSorter_NODE_3369_length_8998_cov_3_80904_ID_6737,9,VIRSorter_NODE_3369_length_8998_cov_3_80904_ID_6737,9,2,,2.00791555881789,,3.89359133625594,,,
VIRSorter_NODE_33702_length_1800_cov_9_16497_ID_67403,5,VIRSorter_NODE_33702_length_1800_cov_9_16497_ID_67403,5,2,,2.01071095767098,,2.95985190403101,,,
VIRSorter_NODE_33718_length_1799_cov_1_00299_ID_67435,4,VIRSorter_NODE_33718_length_1799_cov_1_00299_ID_67435,4,2,,2.37333664615169,,,,,
VIRSorter_NODE_33729_length_1799_cov_2_16507_ID_67457,4,VIRSorter_NODE_33729_length_1799_cov_2_16507_ID_67457,4,2,,2.37333664615169,,2.36788152322481,,,
VIRSorter_NODE_33733_length_1799_cov_40_7183_ID_67465,5,VIRSorter_NODE_33733_length_1799_cov_40_7183_ID_67465,5,2,,3.25885887592900,,2.95985190403101,,,
VIRSorter_NODE_3373_length_8989_cov_25_8568_ID_6745,20,VIRSorter_NODE_3373_length_8989_cov_25_8568_ID_6745,20,2,1,,,8.24781460697264,,,
VIRSorter_NODE_33755_length_1798_cov_3_3854_ID_67509,4,VIRSorter_NODE_33755_length_1798_cov_3_3854_ID_67509,4,2,,2.37333664615169,,2.36788152322481,,,
VIRSorter_NODE_33760_length_1797_cov_1_01377_ID_67519,4,VIRSorter_NODE_33760_length_1797_cov_1_01377_ID_67519,4,2,,2.37333664615169,,2.36788152322481,,,
VIRSorter_NODE_33789_length_1796_cov_1_26483_ID_67577,5,VIRSorter_NODE_33789_length_1796_cov_1_26483_ID_67577,5,2,1,,,2.95985190403101,,,
VIRSorter_NODE_33802_length_1796_cov_1_17675_ID_67603,4,VIRSorter_NODE_33802_length_1796_cov_1_17675_ID_67603,4,2,,2.37333664615169,,,,,
VIRSorter_NODE_3380_length_8971_cov_4_3953_ID_6759,12,VIRSorter_NODE_3380_length_8971_cov_4_3953_ID_6759,12,2,3,gene_1-gene_11:10.00137946951694,,6.32549331929078,,,
VIRSorter_NODE_3383_length_8968_cov_4_50119_ID_6765,10,VIRSorter_NODE_3383_length_8968_cov_4_50119_ID_6765,10,2,,2.69551767173730,,5.91970380806202,,,
VIRSorter_NODE_3385_length_8966_cov_35_5636_ID_6769,14,VIRSorter_NODE_3385_length_8966_cov_35_5636_ID_6769,14,2,1,gene_5-gene_14:3.72943284779309,,7.11149407223115,,,
VIRSorter_NODE_33861_length_1794_cov_2_4841_ID_67721,3,VIRSorter_NODE_33861_length_1794_cov_2_4841_ID_67721,3,2,,2.93987201451834,,,,,
VIRSorter_NODE_33864_length_1794_cov_1_93041_ID_67727-circular,4,VIRSorter_NODE_33864_length_1794_cov_1_93041_ID_67727-circular,4,2,,2.37333664615169,,2.36788152322481,,,
VIRSorter_NODE_3388_length_8960_cov_5_01483_ID_6775,14,VIRSorter_NODE_3388_length_8960_cov_5_01483_ID_6775,14,2,3,,,gene_3-gene_14:4.37248657879085,,,
VIRSorter_NODE_3389_length_8957_cov_6_90793_ID_6777,7,VIRSorter_NODE_3389_length_8957_cov_6_90793_ID_6777,7,2,,2.48930326819235,,4.14379266564342,,,
VIRSorter_NODE_338_length_34856_cov_72_0729_ID_675,64,VIRSorter_NODE_338_length_34856_cov_72_0729_ID_675,64,2,1,gene_9-gene_64:12.60469869744198,,30.46212140594011,,3.07240827556348,
VIRSorter_NODE_3390_length_8953_cov_2_9608_ID_6779,11,VIRSorter_NODE_3390_length_8953_cov_2_9608_ID_6779,11,2,2,,,6.03455293414856,,,
VIRSorter_NODE_3391_length_8952_cov_4_0434_ID_6781,12,VIRSorter_NODE_3391_length_8952_cov_4_0434_ID_6781,12,2,,gene_3-gene_12:4.12737285646512,,4.77042658746288,,,
VIRSorter_NODE_3392_length_8951_cov_1_77414_ID_6783,18,VIRSorter_NODE_3392_length_8951_cov_1_77414_ID_6783,18,2,,gene_8-gene_17:8.14636086795246,,9.00225434073630,,,
VIRSorter_NODE_33965_length_1790_cov_2_12207_ID_67929,4,VIRSorter_NODE_33965_length_1790_cov_2_12207_ID_67929,4,2,1,,,2.36788152322481,,,
VIRSorter_NODE_3396_length_8946_cov_12_6451_ID_6791,13,VIRSorter_NODE_3396_length_8946_cov_12_6451_ID_6791,13,2,,2.87453924855806,,5.10671773486417,,,
VIRSorter_NODE_3397_length_8934_cov_3_36369_ID_6793,8,VIRSorter_NODE_3397_length_8934_cov_3_36369_ID_6793,8,2,,3.27022832213243,,4.73576304644962,,,
VIRSorter_NODE_33990_length_1789_cov_2_10229_ID_67979,4,VIRSorter_NODE_33990_length_1789_cov_2_10229_ID_67979,4,2,,2.37333664615169,,2.36788152322481,,,
VIRSorter_NODE_33_length_72932_cov_9_33139_ID_65-circular,115,VIRSorter_NODE_33_length_72932_cov_9_33139_ID_65-circular,115,2,6,gene_16-gene_115:20.50161260900978,,gene_10-gene_109:48.84853062994701,gene_75-gene_94:6.32298731518265,gene_1-gene_76:6.63023652134199,
VIRSorter_NODE_3402_length_8925_cov_170_573_ID_6803,12,VIRSorter_NODE_3402_length_8925_cov_170_573_ID_6803,12,2,,gene_1-gene_10:4.12737285646512,,6.32549331929078,,,
VIRSorter_NODE_3404_length_8921_cov_4_92893_ID_6807,10,VIRSorter_NODE_3404_length_8921_cov_4_92893_ID_6807,10,2,,3.72037209588228,,5.91970380806202,,,
VIRSorter_NODE_3405_length_8920_cov_3_76049_ID_6809,10,VIRSorter_NODE_3405_length_8920_cov_3_76049_ID_6809,10,2,,2.69551767173730,,5.91970380806202,,,
VIRSorter_NODE_3407_length_8919_cov_12_9869_ID_6813,17,VIRSorter_NODE_3407_length_8919_cov_12_9869_ID_6813,17,2,,gene_3-gene_17:3.82113479346326,,8.50719397293815,,,
VIRSorter_NODE_340_length_34787_cov_7_03191_ID_679,30,VIRSorter_NODE_340_length_34787_cov_7_03191_ID_679,30,2,1,,,13.44981291810601,6.80344578637109,,
VIRSorter_NODE_34149_length_1783_cov_1_32126_ID_68297,5,VIRSorter_NODE_34149_length_1783_cov_1_32126_ID_68297,5,2,,4.89978669086390,,2.95985190403101,,,
VIRSorter_NODE_3416_length_8910_cov_6_69657_ID_6831,13,VIRSorter_NODE_3416_length_8910_cov_6_69657_ID_6831,13,2,,6.47343291352720,,6.69561495048063,,,
VIRSorter_NODE_34188_length_1781_cov_1_12515_ID_68375,5,VIRSorter_NODE_34188_length_1781_cov_1_12515_ID_68375,5,2,,2.01071095767098,,2.95985190403101,,,
VIRSorter_NODE_3419_length_8908_cov_5_80367_ID_6837,7,VIRSorter_NODE_3419_length_8908_cov_5_80367_ID_6837,7,2,,2.48930326819235,,,,,
VIRSorter_NODE_341_length_34697_cov_29_2614_ID_681,59,VIRSorter_NODE_341_length_34697_cov_29_2614_ID_681,59,2,3,gene_1-gene_46:4.92695363420799,,27.65511199812123,gene_19-gene_59:4.82103008718295,4.94846162012157,
VIRSorter_NODE_34205_length_1781_cov_4_07013_ID_68409,5,VIRSorter_NODE_34205_length_1781_cov_4_07013_ID_68409,5,2,1,,,2.95985190403101,,,
VIRSorter_NODE_34217_length_1780_cov_1_40895_ID_68433,5,VIRSorter_NODE_34217_length_1780_cov_1_40895_ID_68433,5,2,,3.25885887592900,,2.95985190403101,,,
VIRSorter_NODE_3427_length_8891_cov_5_05089_ID_6853,9,VIRSorter_NODE_3427_length_8891_cov_5_05089_ID_6853,9,2,,2.95735660761269,,5.32773342725582,,,
VIRSorter_NODE_3428_length_8887_cov_2_88527_ID_6855,14,VIRSorter_NODE_3428_length_8887_cov_2_88527_ID_6855,14,2,,gene_1-gene_13:11.56335413719047,,7.11149407223115,,,
VIRSorter_NODE_3429_length_8886_cov_2_98128_ID_6857,13,VIRSorter_NODE_3429_length_8886_cov_2_98128_ID_6857,13,2,1,gene_1-gene_10:2.72037209588228,,5.10671773486417,,,
VIRSorter_NODE_34359_length_1775_cov_2_52549_ID_68717,4,VIRSorter_NODE_34359_length_1775_cov_2_52549_ID_68717,4,2,,3.91982935269112,,2.36788152322481,,,
VIRSorter_NODE_3437_length_8861_cov_1_84371_ID_6873,14,VIRSorter_NODE_3437_length_8861_cov_1_84371_ID_6873,14,2,,gene_1-gene_13:2.69844798950238,,5.49121230049466,,,
VIRSorter_NODE_34389_length_1774_cov_1_41226_ID_68777,5,VIRSorter_NODE_34389_length_1774_cov_1_41226_ID_68777,5,2,,2.01071095767098,,2.95985190403101,,,
VIRSorter_NODE_34393_length_1774_cov_2_55738_ID_68785,4,VIRSorter_NODE_34393_length_1774_cov_2_55738_ID_68785,4,2,,3.91982935269112,,2.36788152322481,,,
VIRSorter_NODE_3439_length_8857_cov_13_3857_ID_6877,12,VIRSorter_NODE_3439_length_8857_cov_13_3857_ID_6877,12,2,,gene_1-gene_10:4.12737285646512,,gene_1-gene_11:5.73352293848458,,,
VIRSorter_NODE_343_length_34657_cov_28_1473_ID_685,53,VIRSorter_NODE_343_length_34657_cov_28_1473_ID_685,53,2,,gene_24-gene_50:9.64088753261278,,22.60943834835908,gene_1-gene_28:6.23728476421281,gene_3-gene_53:3.96627263674938,
VIRSorter_NODE_34404_length_1773_cov_1_34326_ID_68807,5,VIRSorter_NODE_34404_length_1773_cov_1_34326_ID_68807,5,2,,2.01071095767098,,2.95985190403101,,,
VIRSorter_NODE_34414_length_1773_cov_2_12272_ID_68827,6,VIRSorter_NODE_34414_length_1773_cov_2_12272_ID_68827,6,2,,2.81958587565650,,3.55182228483721,,,
VIRSorter_NODE_3442_length_8845_cov_5_64694_ID_6883,14,VIRSorter_NODE_3442_length_8845_cov_5_64694_ID_6883,14,2,2,gene_5-gene_14:5.09516671558143,,7.11149407223115,,,
VIRSorter_NODE_34459_length_1772_cov_1_57386_ID_68917,3,VIRSorter_NODE_34459_length_1772_cov_1_57386_ID_68917,3,2,,2.93987201451834,,,,,
VIRSorter_NODE_344_length_34556_cov_18_6859_ID_687-circular,51,VIRSorter_NODE_344_length_34556_cov_18_6859_ID_687-circular,51,2,5,gene_3-gene_49:27.13918292246931,,27.23480167080281,,,
VIRSorter_NODE_3452_length_8825_cov_3_36836_ID_6903,6,VIRSorter_NODE_3452_length_8825_cov_3_36836_ID_6903,6,2,,4.16129277473563,,3.55182228483721,,,
VIRSorter_NODE_3454_length_8812_cov_4_73909_ID_6907,6,VIRSorter_NODE_3454_length_8812_cov_4_73909_ID_6907,6,2,,2.81958587565650,,,,,
VIRSorter_NODE_34550_length_1769_cov_1_98843_ID_69099,5,VIRSorter_NODE_34550_length_1769_cov_1_98843_ID_69099,5,2,1,,,2.95985190403101,,,
VIRSorter_NODE_3456_length_8810_cov_5_1192_ID_6911-circular,11,VIRSorter_NODE_3456_length_8810_cov_5_1192_ID_6911-circular,11,2,3,gene_3-gene_12:2.21839641701764,,6.03455293414856,,,
VIRSorter_NODE_3460_length_8801_cov_2_88344_ID_6919,15,VIRSorter_NODE_3460_length_8801_cov_2_88344_ID_6919,15,2,,gene_3-gene_12:4.94903867990319,,7.55733641735912,,,
VIRSorter_NODE_34610_length_1767_cov_1_3122_ID_69219,3,VIRSorter_NODE_34610_length_1767_cov_1_3122_ID_69219,3,2,,2.93987201451834,,,,,
VIRSorter_NODE_3461_length_8801_cov_6_50404_ID_6921,9,VIRSorter_NODE_3461_length_8801_cov_6_50404_ID_6921,9,2,,5.38680578604491,,5.32773342725582,,,
VIRSorter_NODE_3464_length_8796_cov_6_1878_ID_6927-circular,14,VIRSorter_NODE_3464_length_8796_cov_6_1878_ID_6927-circular,14,2,,gene_2-gene_14:3.76558024855144,,5.49121230049466,,,
VIRSorter_NODE_34659_length_1765_cov_2_20452_ID_69317,4,VIRSorter_NODE_34659_length_1765_cov_2_20452_ID_69317,4,2,,2.37333664615169,,2.36788152322481,,,
VIRSorter_NODE_34693_length_1764_cov_35_2205_ID_69385,4,VIRSorter_NODE_34693_length_1764_cov_35_2205_ID_69385,4,2,,2.37333664615169,,2.36788152322481,,,
VIRSorter_NODE_3469_length_8789_cov_31_5147_ID_6937,15,VIRSorter_NODE_3469_length_8789_cov_31_5147_ID_6937,15,2,2,,,7.55733641735912,gene_2-gene_15:2.05494853164604,,
VIRSorter_NODE_3470_length_8783_cov_70_2425_ID_6939,17,VIRSorter_NODE_3470_length_8783_cov_70_2425_ID_6939,17,2,,gene_1-gene_12:5.04972381204163,,8.50719397293815,,,
VIRSorter_NODE_34742_length_1762_cov_1_91621_ID_69483,6,VIRSorter_NODE_34742_length_1762_cov_1_91621_ID_69483,6,2,,4.16129277473563,,3.55182228483721,,,
VIRSorter_NODE_3475_length_8775_cov_5_98277_ID_6949,12,VIRSorter_NODE_3475_length_8775_cov_5_98277_ID_6949,12,2,1,gene_2-gene_12:8.02347822508336,,6.32549331929078,,,
VIRSorter_NODE_34773_length_1761_cov_6_75459_ID_69545,4,VIRSorter_NODE_34773_length_1761_cov_6_75459_ID_69545,4,2,,2.37333664615169,,2.36788152322481,,,
VIRSorter_NODE_3478_length_8764_cov_58_1877_ID_6955,14,VIRSorter_NODE_3478_length_8764_cov_58_1877_ID_6955,14,2,1,gene_1-gene_10:3.72943284779309,,gene_1-gene_12:5.92755331061875,,,
VIRSorter_NODE_34813_length_1759_cov_1_29044_ID_69625,5,VIRSorter_NODE_34813_length_1759_cov_1_29044_ID_69625,5,2,,2.01071095767098,,,,,
VIRSorter_NODE_34814_length_1759_cov_1_9761_ID_69627,4,VIRSorter_NODE_34814_length_1759_cov_1_9761_ID_69627,4,2,,3.91982935269112,,2.36788152322481,,,
VIRSorter_NODE_3484_length_8748_cov_7_59993_ID_6967,9,VIRSorter_NODE_3484_length_8748_cov_7_59993_ID_6967,9,2,1,,,5.32773342725582,3.89359133625594,,
VIRSorter_NODE_3485_length_8748_cov_9_20728_ID_6969,18,VIRSorter_NODE_3485_length_8748_cov_9_20728_ID_6969,18,2,,gene_1-gene_17:3.12318405562218,,gene_3-gene_18:7.81831357912389,,,
VIRSorter_NODE_34865_length_1758_cov_16_1931_ID_69729,5,VIRSorter_NODE_34865_length_1758_cov_16_1931_ID_69729,5,2,,3.25885887592900,,2.95985190403101,,,
VIRSorter_NODE_34867_length_1757_cov_1_42025_ID_69733,3,VIRSorter_NODE_34867_length_1757_cov_1_42025_ID_69733,3,2,,2.93987201451834,,,,,
VIRSorter_NODE_34885_length_1757_cov_1_6184_ID_69769,4,VIRSorter_NODE_34885_length_1757_cov_1_6184_ID_69769,4,2,,2.37333664615169,,2.36788152322481,,,
VIRSorter_NODE_348_length_34330_cov_6_48718_ID_695,45,VIRSorter_NODE_348_length_34330_cov_6_48718_ID_695,45,2,3,,,21.69505872921591,gene_1-gene_44:7.27866951406439,,
VIRSorter_NODE_3490_length_8732_cov_5_03603_ID_6979,7,VIRSorter_NODE_3490_length_8732_cov_5_03603_ID_6979,7,2,,3.65676864270504,,4.14379266564342,,,
VIRSorter_NODE_34915_length_1756_cov_0_820135_ID_69829,5,VIRSorter_NODE_34915_length_1756_cov_0_820135_ID_69829,5,2,,2.01071095767098,,2.95985190403101,,,
VIRSorter_NODE_3494_length_8730_cov_7_56643_ID_6987,13,VIRSorter_NODE_3494_length_8730_cov_7_56643_ID_6987,13,2,,gene_3-gene_13:4.74930574075336,,gene_1-gene_11:5.51167418886823,,,
VIRSorter_NODE_34991_length_1753_cov_1_44526_ID_69981,3,VIRSorter_NODE_34991_length_1753_cov_1_44526_ID_69981,3,2,,2.93987201451834,,,,,
VIRSorter_NODE_34998_length_1753_cov_1_35486_ID_69995,5,VIRSorter_NODE_34998_length_1753_cov_1_35486_ID_69995,5,2,,2.01071095767098,,2.95985190403101,,,
VIRSorter_NODE_3502_length_8716_cov_4_55536_ID_7003,9,VIRSorter_NODE_3502_length_8716_cov_4_55536_ID_7003,9,2,2,,,3.89359133625594,,,
VIRSorter_NODE_35036_length_1752_cov_3_03569_ID_70071,6,VIRSorter_NODE_35036_length_1752_cov_3_03569_ID_70071,6,2,,4.16129277473563,,3.55182228483721,,,
VIRSorter_NODE_35039_length_1752_cov_99_0449_ID_70077,4,VIRSorter_NODE_35039_length_1752_cov_99_0449_ID_70077,4,2,1,,,2.36788152322481,,,
VIRSorter_NODE_35042_length_1751_cov_1_17241_ID_70083,4,VIRSorter_NODE_35042_length_1751_cov_1_17241_ID_70083,4,2,,2.37333664615169,,,,,
VIRSorter_NODE_3504_length_8715_cov_3_29553_ID_7007,14,VIRSorter_NODE_3504_length_8715_cov_3_29553_ID_7007,14,2,1,,,5.49121230049466,gene_1-gene_10:2.13013059379223,,
VIRSorter_NODE_35058_length_1751_cov_1_758_ID_70115,4,VIRSorter_NODE_35058_length_1751_cov_1_758_ID_70115,4,2,,3.91982935269112,,2.36788152322481,,,
VIRSorter_NODE_35069_length_1750_cov_1_13247_ID_70137,5,VIRSorter_NODE_35069_length_1750_cov_1_13247_ID_70137,5,2,,2.01071095767098,,2.95985190403101,,,
VIRSorter_NODE_3507_length_8707_cov_11_8579_ID_7013,22,VIRSorter_NODE_3507_length_8707_cov_11_8579_ID_7013,22,2,,gene_7-gene_18:3.35540326327622,,7.75925377976662,,,
VIRSorter_NODE_35081_length_1750_cov_3_21442_ID_70161,4,VIRSorter_NODE_35081_length_1750_cov_3_21442_ID_70161,4,2,,3.91982935269112,,2.36788152322481,,,
VIRSorter_NODE_35118_length_1749_cov_1_86991_ID_70235,3,VIRSorter_NODE_35118_length_1749_cov_1_86991_ID_70235,3,2,,2.93987201451834,,,,,
VIRSorter_NODE_3514_length_8692_cov_3_87484_ID_7027,11,VIRSorter_NODE_3514_length_8692_cov_3_87484_ID_7027,11,2,1,gene_1-gene_10:5.79413671991745,,6.03455293414856,,,
VIRSorter_NODE_35150_length_1748_cov_5_32326_ID_70299,4,VIRSorter_NODE_35150_length_1748_cov_5_32326_ID_70299,4,2,1,,,2.36788152322481,,,
VIRSorter_NODE_35152_length_1747_cov_0_950617_ID_70303,4,VIRSorter_NODE_35152_length_1747_cov_0_950617_ID_70303,4,2,,2.37333664615169,,2.36788152322481,,,
VIRSorter_NODE_3516_length_8691_cov_3_33874_ID_7031,22,VIRSorter_NODE_3516_length_8691_cov_3_33874_ID_7031,22,2,,3.45219880923578,,11.06430698541536,,,
VIRSorter_NODE_3517_length_8690_cov_4_96613_ID_7033,14,VIRSorter_NODE_3517_length_8690_cov_4_96613_ID_7033,14,2,2,gene_1-gene_13:11.56335413719047,,7.11149407223115,,,
VIRSorter_NODE_35202_length_1746_cov_11_9209_ID_70403,5,VIRSorter_NODE_35202_length_1746_cov_11_9209_ID_70403,5,2,,3.25885887592900,,2.95985190403101,,,
VIRSorter_NODE_35210_length_1745_cov_3_24104_ID_70419,5,VIRSorter_NODE_35210_length_1745_cov_3_24104_ID_70419,5,2,,4.89978669086390,,2.95985190403101,,,
VIRSorter_NODE_3521_length_8686_cov_17_1446_ID_7041,12,VIRSorter_NODE_3521_length_8686_cov_17_1446_ID_7041,12,2,,gene_2-gene_11:2.94222084549864,,gene_1-gene_10:5.14155255767838,,,
VIRSorter_NODE_35222_length_1745_cov_4_95983_ID_70443,4,VIRSorter_NODE_35222_length_1745_cov_4_95983_ID_70443,4,2,,2.37333664615169,,2.36788152322481,,,
VIRSorter_NODE_35225_length_1745_cov_13_8764_ID_70449,4,VIRSorter_NODE_35225_length_1745_cov_13_8764_ID_70449,4,2,1,,,2.36788152322481,,,
VIRSorter_NODE_35226_length_1745_cov_5_79295_ID_70451,4,VIRSorter_NODE_35226_length_1745_cov_5_79295_ID_70451,4,2,1,,,2.36788152322481,,,
VIRSorter_NODE_3524_length_8684_cov_9_52063_ID_7047,21,VIRSorter_NODE_3524_length_8684_cov_9_52063_ID_7047,21,2,1,,,10.53928339423977,gene_2-gene_18:5.09199261826365,,
VIRSorter_NODE_35274_length_1743_cov_1_31126_ID_70547,4,VIRSorter_NODE_35274_length_1743_cov_1_31126_ID_70547,4,2,,2.37333664615169,,2.36788152322481,,,
VIRSorter_NODE_35306_length_1742_cov_0_791331_ID_70611,5,VIRSorter_NODE_35306_length_1742_cov_0_791331_ID_70611,5,2,,2.01071095767098,,2.95985190403101,,,
VIRSorter_NODE_35311_length_1741_cov_1_29182_ID_70621,3,VIRSorter_NODE_35311_length_1741_cov_1_29182_ID_70621,3,2,,2.93987201451834,,,,,
VIRSorter_NODE_35325_length_1741_cov_1_42255_ID_70649,4,VIRSorter_NODE_35325_length_1741_cov_1_42255_ID_70649,4,2,,2.37333664615169,,2.36788152322481,,,
VIRSorter_NODE_35350_length_1740_cov_2_58772_ID_70699,6,VIRSorter_NODE_35350_length_1740_cov_2_58772_ID_70699,6,2,,2.81958587565650,,3.55182228483721,,,
VIRSorter_NODE_3538_length_8653_cov_3_11002_ID_7075,13,VIRSorter_NODE_3538_length_8653_cov_3_11002_ID_7075,13,2,2,,,6.69561495048063,,,
